,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
4687,Such a pig!,Phoebe,disgust,805,9,398,9,1,12,"0:15:39,772","0:15:41,044"
4688,"Oh, God, he's such a pig,",Rachel,disgust,805,10,398,10,1,12,"0:15:41,044","0:15:42,306"
4689,Oh he's like a...,Phoebe,disgust,805,11,398,11,1,12,"0:15:42,306","0:15:42,581"
4690,He's like a big disgusting...,Rachel,disgust,805,12,398,12,1,12,"0:15:42,650","0:15:44,922"
4694,"Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...",Phoebe,sadness,806,2,400,2,1,12,"00:16:01,001","00:16:13,554"
4700,"Uh, I just liked it better before it was better...",Rachel,sadness,806,8,400,8,1,12,"00:16:30,155","00:16:34,450"
4712,"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",Phoebe,sadness,807,11,401,11,3,25,"00:05:44,469","00:05:49,097"
4719,"Joey, why is your cable out?",Chandler,sadness,809,3,404,3,6,12,"00:02:50,086","00:02:51,336"
4720,"I uh, oh! Because, uh, I haven’t really paid the bill",Joey,sadness,809,4,404,4,6,12,"00:02:51,546","00:02:55,174"
4724,"Look, I know things have been a little tight since Janine moved out.",Joey,sadness,809,8,404,8,6,12,"00:03:01,806","00:03:05,767"
4742,"Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.",Phoebe,sadness,813,1,407,1,5,4,"00:13:44,615","00:13:51,704"
4784,"I'm just sayin', if I see one more picture of Ed Begley, Jr. in that",Carl,disgust,827,0,410,0,1,24,"00:18:46,917","00:18:52,547"
4802,"Ross, it's too hard.",Rachel,sadness,828,8,410,10,1,24,"00:19:39,344","00:19:41,220"
4809,"If we broke up, and I lost you...",Rachel,fear,828,15,410,17,1,24,"00:19:52,399","00:19:54,358"
4810,"Ohh, God.",Rachel,sadness,828,16,410,18,1,24,"00:19:53,399","00:19:54,358"
4813,"If we broke up, and I lost you...",Rachel,fear,829,2,410,17,1,24,"00:19:52,399","00:19:54,358"
4814,"Ohh, God.",Rachel,sadness,829,3,410,18,1,24,"00:19:53,399","00:19:54,358"
4816,Was it my work? Were they mad? Was it Jack? Did he yell?!,Phoebe,fear,830,1,411,1,6,15,"00:19:50,856","00:19:53,357"
4828,"Looks good, uh?",Joey,sadness,833,1,412,4,4,2,"0:04:25,848","0:04:26,620"
4837,Oh no.,Phoebe and Rachel,disgust,837,1,412,10,4,2,"00:04:42,448","00:04:44,199"
4867,What's with her?,Ross,disgust,843,0,415,0,5,22,"00:06:33,184","00:06:34,226"
4876,"Dude, you are sick.",Ross,disgust,843,9,415,9,5,22,"00:06:49,200","00:06:51,201"
4882,"OK, is there a mute button on this woman?",Chandler,disgust,845,2,416,4,1,24,"00:10:20,911","00:10:23,496"
4904,Well uh if you must know I’m a widower.,Cliff,sadness,847,13,418,18,8,23,"00:18:32,015","00:18:35,269"
4905,Oh that’s terrible. I’m-I’m really sorry.,Joey,sadness,847,14,418,19,8,23,"0:18:35,435","0:18:38,147"
4913,I know but it’s so hard! Nothing rhymes with your stupid name!,Phoebe,disgust,848,4,420,4,4,10,"00:07:01,045","00:07:05,507"
4914,I know but it’s so hard! Nothing rhymes with your stupid name!,Phoebe,disgust,849,0,420,4,4,10,"00:07:01,045","00:07:05,507"
4922,"Just uh, just stand up straight.",Joey,fear,851,3,421,3,8,16,"00:13:07,119","00:13:09,454"
4923,Take a couple deep breaths.,Joey,fear,851,4,421,4,8,16,"00:13:09,705","00:13:12,582"
4924,Look confident.,Joey,fear,851,5,421,5,8,16,"00:13:14,210","00:13:16,085"
4926,"I uh, I just came by because I-I want to talk to you about something.",Joey,fear,851,7,421,7,8,16,"00:13:22,176","00:13:26,554"
4978,Then she’ll have to come back here and live all alone.,Rachel,sadness,858,2,425,2,7,23,"00:20:52,834","00:20:56,212"
4982,"All right, well why don’t I go out with an ex-boyfriend and do Joey a favor?!",Monica,sadness,859,0,427,0,6,18,"00:07:48,926","00:07:53,346"
4988,"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",Chandler,sadness,860,4,428,8,4,14,"00:21:48,056","00:21:53,352"
4993,"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",Chandler,sadness,861,4,428,8,4,14,"00:21:48,056","00:21:53,352"
4997,"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",Chandler,sadness,862,3,428,8,4,14,"00:21:48,056","00:21:53,352"
5002,"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",Chandler,sadness,864,2,428,8,4,14,"00:21:48,056","00:21:53,352"
5025,"Okay, stop-stop! Phoebe?!",Rachel,sadness,869,1,430,2,6,2,"00:02:00,328","00:02:02,830"
5042,That sucks!,Phoebe,disgust,872,7,431,9,5,2,"00:14:51,807","00:14:52,849"
5049,That sucks!,Phoebe,disgust,873,2,431,9,5,2,"00:14:51,807","00:14:52,849"
5054,"That's fine, just don't bring it in my mouth.",Phoebe,disgust,873,7,431,18,5,2,"00:15:29,011","00:15:31,763"
5055,Makes me wanna puke!,Monica,disgust,873,8,431,19,5,2,"00:15:32,473","00:15:34,265"
5058,That sucks!,Phoebe,disgust,875,0,431,9,5,2,"00:14:51,807","00:14:52,849"
5064,I was just trying to bring a little culture to the group.,Chandler,sadness,875,6,431,17,5,2,"00:15:26,175","00:15:28,676"
5065,"That's fine, just don't bring it in my mouth.",Phoebe,disgust,875,7,431,18,5,2,"00:15:29,011","00:15:31,763"
5069,I was just trying to bring a little culture to the group.,Chandler,sadness,876,3,431,17,5,2,"00:15:26,175","00:15:28,676"
5072,I’m guess I’m just done with the whole dating thing.,Rachel,sadness,878,0,434,0,8,5,"00:19:32,129","00:19:35,256"
5073,It’s one more thing in my life that’s suddenly completely different.,Rachel,sadness,878,1,434,1,8,5,"00:19:35,799","00:19:40,261"
5074,This is hard.,Rachel,sadness,878,2,434,2,8,5,"0:19:40,512","0:19:41,680"
5082,"Oh no, I think I’m gonna go home and eat ten candy bars.",Rachel,sadness,878,10,434,10,8,5,"0:20:19,593","0:20:23,697"
5105,Just because he’s got a bigger boat he thinks he can take up the whole river.,Joey,disgust,886,1,436,1,7,3,"00:06:20,463","00:06:23,799"
5107,Who names their boat Coast Guard anyway?,Joey,disgust,886,3,436,3,7,3,"00:06:28,429","00:06:31,056"
5131,"Yeah, but I didn’t get to see it.",Richard’s Date,sadness,890,6,438,10,3,13,"00:19:09,648","00:19:11,065"
5137,"Yeah, but I didn’t get to see it.",Richard’s Date,sadness,892,2,438,10,3,13,"00:19:09,648","00:19:11,065"
5139,"No, no, no, I wouldn’t do you myself, I mean that would be weird.",Phoebe,disgust,893,1,439,1,3,5,"00:13:13,709","00:13:17,837"
5165,Eww!,Rachel and Phoebe,disgust,897,1,440,11,1,14,"0:13:35,981","0:13:37,458"
5166,Eww!,Rachel and Phoebe,disgust,898,0,440,11,1,14,"0:13:35,981","0:13:37,458"
5169,I am so sorry I spilled wine all over your shirt.,Mona,sadness,899,1,441,1,8,17,"00:11:10,086","00:11:13,505"
5188,We are bad people.,Chandler,disgust,902,3,442,4,5,7,"00:14:28,492","00:14:30,618"
5189,We are bad people.,Chandler,disgust,903,0,442,4,5,7,"00:14:28,492","00:14:30,618"
5210,"All right here he comes. I’m gonna do this, I’m gonna tell him, I’m gonna be strong.",Rachel,fear,907,3,445,3,8,8,"00:08:14,911","00:08:18,246"
5213,"All right here he comes. I’m gonna do this, I’m gonna tell him, I’m gonna be strong.",Rachel,fear,908,0,445,3,8,8,"00:08:14,911","00:08:18,246"
5222,"Oh now daddy, stay calm. Please.",Rachel,fear,908,9,445,12,8,8,"0:08:45,149","0:08:46,331"
5371,"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!",Rachel,disgust,934,1,454,1,8,11,"00:15:33,515","00:15:43,483"
5378,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",Julie,fear,935,5,455,5,2,2,"00:20:08,790","00:20:17,632"
5390,Bye.  What a manipulative bitch.,Rachel,disgust,935,17,455,17,2,2,"00:21:46,179","00:21:57,982"
5424,"I'm twelve, I'm not stupid.",Bobby,fear,940,3,457,13,1,20,"0:07:42,211","0:07:44,949"
5444,"Sure, now I’m scared.",Joey,fear,944,0,460,0,6,1,"00:13:43,948","00:13:45,824"
5446,"Yeah, but I don’t wanna die!",Joey,fear,944,2,460,2,6,1,"00:13:53,123","00:13:54,707"
5534,Joey!! What the hell were you doing?!,Monica,disgust,957,1,465,2,1,13,"00:22:14,374","00:22:16,751"
5542,"No, you kidding? The guy's a freak..",Chandler,disgust,959,3,466,3,1,4,"00:20:11,251","00:20:14,420"
5543,"No, you kidding? The guy's a freak..",Chandler,disgust,960,0,466,3,1,4,"00:20:11,251","00:20:14,420"
5550,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",Ross,disgust,963,1,466,7,1,4,"00:20:34,566","00:20:39,904"
5557,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",Ross,disgust,964,0,466,7,1,4,"00:20:34,566","00:20:39,904"
5586,"No, I don’t think we’ll be doing that.",Rachel,disgust,970,0,471,0,8,23,"0:06:24,413","0:06:25,845"
5587,We’re not gonna do that.,Ross,disgust,970,1,471,1,8,23,"0:06:25,845","0:06:27,763"
5591,We’re not gonna do that.,Ross,disgust,971,0,471,1,8,23,"0:06:25,845","0:06:27,763"
5598,No Ross! Ross! Ross! My child has no father!,Rachel,fear,974,1,472,2,6,23,"00:06:40,263","00:06:45,268"
5603,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",Phoebe,fear,976,1,473,3,9,2,"00:11:30,606","00:11:37,070"
5604,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",Phoebe,fear,977,0,473,3,9,2,"00:11:30,606","00:11:37,070"
5662,All right. Did everyone get out okay?,Phoebe,fear,986,4,476,7,3,20,"00:19:38,719","00:19:40,720"
5664,"No Phoebe, don’t look! You don’t want to see what’s under there!!",Ross,fear,986,6,476,10,3,20,"00:19:46,727","00:19:48,769"
5669,All right. Did everyone get out okay?,Phoebe,fear,987,3,476,7,3,20,"00:19:38,719","00:19:40,720"
5675,"Four, please.  I’m really nervous.  Thank you.",Monica,fear,988,3,477,3,3,24,"00:14:14,186","00:14:17,772"
5676,"Four, please.  I’m really nervous.  Thank you.",Monica,fear,989,0,477,3,3,24,"00:14:14,186","00:14:17,772"
5684,"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,disgust,990,6,477,10,3,24,"00:14:46,427","00:14:49,637"
5685,"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,disgust,991,0,477,10,3,24,"00:14:46,427","00:14:49,637"
5731,"Yeah, I’ve always hated that Howie.",Chandler,disgust,998,7,479,7,6,18,"00:08:31,469","00:08:34,513"
5732,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",Dana,disgust,998,8,479,8,6,18,"00:08:34,680","00:08:40,393"
5733,The nerve huh?,Chandler,disgust,998,9,479,9,6,18,"0:08:40,561","0:08:41,743"
5734,Yeah!,Dana,disgust,998,10,479,10,6,18,"0:08:41,743","0:08:42,439"
5766,How do you know?,Phoebe,fear,1001,5,482,5,7,12,"00:18:25,104","00:18:26,104"
5767,"The next time you want to dump a fire alarm in a trash chute, don’t wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",The Fireman,disgust,1001,6,482,6,7,12,"00:18:29,483","00:18:32,401"
5824,"When I had insurance I could get hit by a bus or catch on fire, y’know?",Joey,fear,1010,11,486,11,6,4,"00:06:45,238","00:06:50,158"
5879,But if...,Phoebe,fear,1023,8,496,11,3,17,"00:14:19,692","00:14:21,234"
5884,I mean have you seen a car come by here in the last hour and a half?,Monica,fear,1024,2,496,8,3,17,"0:14:08,306","0:14:09,327"
5891,I mean have you seen a car come by here in the last hour and a half?,Monica,fear,1025,4,496,8,3,17,"0:14:08,306","0:14:09,327"
5929,Wo-women? You mean like old women?,Rachel,disgust,1030,5,501,5,7,5,"00:11:47,790","00:11:51,126"
6000,Why don’t you…   Wh-what’s going on?,Ross,fear,1041,6,505,6,7,2,"00:02:13,508","00:02:14,925"
6011,"Okay,  I can’t imagine, I can’t imagine my life without you.",Ross,fear,1042,1,506,1,3,16,"00:20:47,579","00:20:50,581"
6043,Uh-oh.,Joey,fear,1044,4,508,5,5,18,"0:16:44,878","0:16:45,546"
6103,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,1051,2,511,2,1,19,"00:10:04,228","00:10:10,150"
6117,"Ooh, now you lost me.",Phoebe,fear,1052,9,512,9,7,15,"00:09:59,599","00:10:00,974"
6121,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,1052,13,512,13,7,15,"00:10:06,981","00:10:13,194"
6140,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",Monica,disgust,1056,2,515,3,3,11,"00:06:08,534","00:06:11,953"
6260,"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",Phoebe,fear,1082,15,524,15,3,10,"00:08:07,361","00:08:14,868"
6280,"Don’t, don’t just dismiss this so fast.",Ross,fear,1086,6,526,6,3,5,"00:20:40,989","00:20:42,865"
6285,"Um, no.",Ross,fear,1086,11,526,11,3,5,"0:20:52,167","0:20:52,877"
6299,"Ohh, get a room.",Phoebe,disgust,1087,4,527,5,5,24,"00:08:18,122","00:08:20,290"
6302,"Ohh, get a room.",Phoebe,disgust,1088,2,527,5,5,24,"00:08:18,122","00:08:20,290"
6304,I know. Use it.,Phoebe,disgust,1088,4,527,7,5,24,"0:08:21,682","0:08:22,506"
6356,What’s-what’s this nonsense?,Ross,fear,1094,2,531,2,6,4,"0:20:07,976","0:20:10,173"
6369,What’s-what’s this nonsense?,Ross,fear,1095,1,531,2,6,4,"0:20:07,976","0:20:10,173"
6445,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,disgust,1103,4,538,9,6,11,"00:09:11,300","00:09:17,889"
6460,Ugly Naked Guy's laying kitchen tile. Eww!,Monica,disgust,1108,2,540,2,1,5,"00:06:31,891","00:06:34,267"
6461,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,disgust,1108,3,540,3,1,5,"00:06:38,147","00:06:45,445"
6478,Nah!,Ross,disgust,1109,15,541,16,6,15,"00:14:58,355","00:14:59,981"
6493,Nah!,Ross,disgust,1110,11,541,16,6,15,"00:14:58,355","00:14:59,981"
6512,They’re not true?,Rachel,fear,1116,1,544,1,4,16,"0:20:49,623","0:20:50,465"
6569,Great. It's gym class all over again.,Monica,disgust,1127,6,546,18,1,21,"00:06:42,026","00:06:44,736"
6610,"You know, it still smells like monkey in there.",Monica,disgust,1137,0,552,0,2,4,"00:16:05,005","00:16:07,632"
6654,"God, Ross is on a date with your sister! How weird is that?!",Monica,disgust,1145,6,554,9,6,13,"00:20:31,104","00:20:34,190"
6662,He’s taking off her coat!,Chandler,disgust,1146,6,554,11,6,13,"0:20:36,486","0:20:37,053"
6663,"Oh, this is just terrible.",Rachel,disgust,1146,7,554,12,6,13,"00:20:40,197","00:20:41,948"
6680,Oh uh…I actually came here to ask you out.,Katie,fear,1149,4,557,4,8,21,"00:10:26,668","00:10:31,340"
6689,"Well, y'know, possibly.  You didn’t tell him that, though? Right?",Rachel,fear,1151,4,558,4,4,10,"00:11:01,369","00:11:09,793"
6719,Close? She's got her tongue in his ear.,Monica,disgust,1157,7,561,7,1,5,"0:18:18,605","0:18:21,738"
6721,"Joey, this is sick, it's disgusting, it's, it's—not really true, is it?",Monica,disgust,1157,9,561,9,1,5,"00:18:27,689","00:18:33,903"
6723,"Oh my god, what were you thinking?",Monica,disgust,1157,11,561,11,1,5,"00:18:36,073","00:18:41,619"
6727,I'm outta here.,Monica,disgust,1157,15,561,15,1,5,"00:18:43,705","00:18:45,581"
6763,"Okay, okay, okay should I be scared?",Rachel,fear,1163,6,564,6,4,15,"00:13:37,566","00:13:40,109"
6774,There's twelve bucks I'll never see again!,Ross,disgust,1166,0,568,0,5,14,"00:09:08,381","00:09:11,466"
6783,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,disgust,1170,1,568,5,5,14,"00:09:25,439","00:09:28,316"
6784,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,disgust,1171,0,568,5,5,14,"00:09:25,439","00:09:28,316"
6791,"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.",Elizabeth,fear,1172,0,569,0,5,11,"00:16:07,925","00:16:13,096"
6801,"Can we please focus here, a naked man’s life hangs in the balance!",Ross,fear,1175,1,571,1,3,8,"00:20:35,192","00:20:39,987"
6811,"Can we please focus here, a naked man’s life hangs in the balance!",Ross,fear,1176,0,571,1,3,8,"00:20:35,192","00:20:39,987"
6823,"And yet, we’re still poking him.",Monica,disgust,1178,1,571,11,3,8,"00:21:15,983","00:21:18,401"
6831,"And yet, we’re still poking him.",Monica,disgust,1179,7,571,11,3,8,"00:21:15,983","00:21:18,401"
6845,"Including umm, evil bitch and uh, sick bastard.",Rachel,disgust,1182,1,572,1,8,23,"00:09:17,128","00:09:22,425"
6852,Honey I swear! I wasn’t looking at her!,Sick Bastard,fear,1183,3,572,9,8,23,"0:09:32,644","0:09:36,213"
6863,"Including umm, evil bitch and uh, sick bastard.",Rachel,disgust,1185,1,572,1,8,23,"00:09:17,128","00:09:22,425"
6868,What? What?,Ross,fear,1185,6,572,17,8,23,"0:10:12,183","0:10:12,328"
6903,No-no-no-no-no! You can't!,Chandler,fear,1191,11,574,14,5,5,"00:20:45,744","00:20:48,287"
6909,"Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.",Monica,fear,1192,5,574,15,5,5,"00:20:48,497","00:20:54,126"
6912,"Aww, I don't want to see that!",Joey,disgust,1192,8,574,18,5,5,"00:21:10,227","00:21:12,937"
6913,No-no-no-no-no! You can't!,Chandler,fear,1193,0,574,14,5,5,"00:20:45,744","00:20:48,287"
6914,"Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.",Monica,fear,1193,1,574,15,5,5,"00:20:48,497","00:20:54,126"
6917,"Aww, I don't want to see that!",Joey,disgust,1194,2,574,18,5,5,"00:21:10,227","00:21:12,937"
6923,What're we gonna do? What're we gonna do?,Chandler,fear,1196,0,576,0,2,6,"00:15:55,371","00:15:57,747"
6960,"No, don’t look directly at them!",Phoebe,fear,1202,3,583,6,6,10,"00:17:25,878","00:17:29,047"
6967,"No, don’t look directly at them!",Phoebe,fear,1203,4,583,6,6,10,"00:17:25,878","00:17:29,047"
6979,Just hear me out!,Mrs. Geller,fear,1205,9,584,9,8,23,"0:07:16,972","0:07:17,902"
7030,"Hey uh, I don’t mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",Kyle,fear,1215,3,590,7,7,5,"00:08:28,633","00:08:33,803"
7048,You two will have very hairy children.,Phoebe,disgust,1219,1,592,1,5,12,"00:11:13,214","00:11:15,840"
7085,"Hey buddy, this is a family place, put the mouse back in the house.",Gunther,disgust,1226,1,593,10,3,13,"00:18:11,048","00:18:15,802"
7113,"This doesn’t mean anything, does it?",Monica,fear,1231,6,595,6,6,1,"00:14:23,112","00:14:25,655"
7136,"He’s got something plastic lodged in his throat, we’ve got to go to the hospital.",Monica,fear,1237,4,596,11,6,5,"00:14:22,111","00:14:25,446"
7241,"Listen, can you promise me that you won’t tell her though?",Pete,fear,1262,8,604,10,3,21,"00:07:50,553","00:07:53,054"
7253,You don't think they'll judge and ridicule me?,Julie,fear,1265,4,605,6,1,24,"00:21:44,970","00:21:47,513"
7277,Do you have any respect for your body?,Joey,disgust,1270,0,607,0,1,3,"00:16:50,801","00:16:52,343"
7278,Don't you realise what you're-you're doing to yourself?,Ross,disgust,1270,1,607,1,1,3,"00:16:52,553","00:16:54,637"
7279,Don't you realise what you're-you're doing to yourself?,Ross,disgust,1271,0,607,1,1,3,"00:16:52,553","00:16:54,637"
7310,Kinda... spooky without any lights.,Ross,fear,1274,5,608,5,1,7,"00:21:01,969","00:21:04,971"
7313,Kinda... spooky without any lights.,Ross,fear,1275,0,608,5,1,7,"00:21:01,969","00:21:04,971"
7350,Please tell me you got the message!,Chandler,fear,1282,1,612,1,6,20,"0:19:11,442","0:19:12,215"
7354,"Du-du-I wrote it, I wrote it on the board!",Chandler,fear,1282,5,612,5,6,20,"00:19:19,408","00:19:21,659"
7376,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",Kim,disgust,1285,3,614,6,5,18,"00:14:57,021","00:14:59,022"
7415,"I mean, what the hell is that thing?",Chandler,disgust,1288,7,615,12,1,3,"00:14:41,881","00:14:44,215"
7418,Nooo..,All,disgust,1289,1,615,2,1,3,"00:14:19,358","00:14:20,775"
7420,Nooo..,All,disgust,1290,0,615,2,1,3,"00:14:19,358","00:14:20,775"
7422,It's worse than the thumb!,Rachel,disgust,1290,2,615,4,1,3,"00:14:24,446","00:14:25,947"
7423,It's worse than the thumb!,Rachel,disgust,1291,0,615,4,1,3,"00:14:24,446","00:14:25,947"
7430,"I mean, what the hell is that thing?",Chandler,disgust,1291,7,615,12,1,3,"00:14:41,881","00:14:44,215"
7439,"I mean, what the hell is that thing?",Chandler,disgust,1292,7,615,12,1,3,"00:14:41,881","00:14:44,215"
7446,"I mean, what the hell is that thing?",Chandler,disgust,1293,5,615,12,1,3,"00:14:41,881","00:14:44,215"
7470,"Yeah, I don't like that word.",Phoebe,disgust,1300,3,617,3,7,10,"00:03:20,033","00:03:21,325"
7478,"Yeah, I don't like that word.",Phoebe,disgust,1301,1,617,3,7,10,"00:03:20,033","00:03:21,325"
7496,"Oh well that’s what I thought about my first husband, now I’m lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.",Janice,disgust,1303,8,619,8,8,24,"00:15:06,518","00:15:12,983"
7520,Ugh!,Joey,disgust,1306,0,623,0,4,22,"0:12:01,011","0:12:02,430"
7521,I don’t know what I’m going to do!,Joey,fear,1306,1,623,1,4,22,"0:12:02,430","0:12:02,576"
7546,Ugh!,Joey,disgust,1308,0,623,0,4,22,"0:12:01,011","0:12:02,430"
7547,I don’t know what I’m going to do!,Joey,fear,1308,1,623,1,4,22,"0:12:02,430","0:12:02,576"
7593,"Yeah, that’s what I drive. I make four bucks an hour, I saved up for 350 years!",Gunther,disgust,1313,4,628,4,6,5,"00:01:47,982","00:01:55,614"
7657,Does that smell bother you?,Monica,disgust,1321,2,630,2,6,18,"00:11:41,033","00:11:43,702"
7672,"Well, I-I said yes.",Rachel,fear,1323,1,632,1,9,1,"0:14:40,463","0:14:42,029"
7677,"No, it’s worse than that.",Monica,disgust,1323,6,632,6,9,1,"0:14:48,070","0:14:49,082"
7678,It’s wrong.,Monica,disgust,1323,7,632,7,9,1,"0:14:49,082","0:14:50,332"
7699,Hey! Did Chandler show up yet?,Joey,fear,1327,1,633,7,7,24,"0:08:19,624","0:08:21,926"
7739,Why am I not surprised?,Ross,disgust,1333,5,637,5,7,17,"0:14:30,661","0:14:31,829"
7813,Did she call? You-you told her I was sick right? Always tell her I am sick!,Chandler,fear,1345,1,641,1,7,4,"00:07:18,938","00:07:24,109"
7821,Wash your hands!!!,Phoebe,disgust,1347,2,643,2,7,8,"0:14:34,216","0:14:35,975"
7853,Wait-wait where are you going? Where are you going?,Rachel,fear,1353,8,645,8,8,20,"0:14:24,810","0:14:27,355"
7932,Please! I am not as bad as Ross.,Monica,disgust,1362,2,650,5,1,18,"00:08:49,946","00:08:56,660"
7940,Please! I am not as bad as Ross.,Monica,disgust,1363,4,650,5,1,18,"00:08:49,946","00:08:56,660"
7960,God. I feel violated.,Rachel,disgust,1369,0,652,0,1,6,"00:01:51,277","00:01:53,403"
7961,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",Monica,disgust,1369,1,652,1,1,6,"00:01:57,534","00:01:59,451"
7962,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",Monica,disgust,1370,0,652,1,1,6,"00:01:57,534","00:01:59,451"
7968,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",Chandler,fear,1370,6,652,9,1,6,"00:02:23,726","00:02:28,063"
7981,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",Chandler,fear,1372,2,652,9,1,6,"00:02:23,726","00:02:28,063"
7994,Uh-huh.,Monica,disgust,1376,1,654,1,6,17,"00:20:07,915","00:20:09,165"
7995,"And I will cook anything you want in here , and do anything in there!",Chandler,fear,1376,2,654,2,6,17,"00:20:11,043","00:20:18,633"
8039,This place is so overpriced.,Rachel,disgust,1379,9,657,18,7,17,"00:05:06,597","00:05:08,724"
8048,This place is so overpriced.,Rachel,disgust,1381,3,657,18,7,17,"00:05:06,597","00:05:08,724"
8054,Let her know I like her?,Chandler,fear,1382,4,658,4,1,20,"0:01:55,074","0:01:55,992"
8059,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",Chandler,disgust,1382,9,658,16,1,20,"00:02:41,995","00:02:44,580"
8064,Let her know I like her?,Chandler,fear,1383,3,658,4,1,20,"0:01:55,074","0:01:55,992"
8077,Let her know I like her?,Chandler,fear,1386,3,658,4,1,20,"0:01:55,074","0:01:55,992"
8086,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",Chandler,disgust,1386,12,658,16,1,20,"00:02:41,995","00:02:44,580"
8090,Let her know I like her?,Chandler,fear,1387,3,658,4,1,20,"0:01:55,074","0:01:55,992"
8219,"Whoa!! That—okay, that’s a",Phoebe,disgust,1404,8,665,15,4,12,"00:06:45,488","00:06:51,535"
8241,"Whoa!! That—okay, that’s a",Phoebe,disgust,1408,4,665,15,4,12,"00:06:45,488","00:06:51,535"
8250,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",Phoebe,disgust,1410,1,666,3,5,7,"00:11:06,332","00:11:10,877"
8253,Don't let him in! I'm supposed to be at a regatta gala.,Rachel,fear,1411,1,666,8,5,7,"00:11:26,435","00:11:28,770"
8324,Does it?,Rachel,fear,1419,9,672,9,4,1,"00:07:53,681","00:07:59,769"
8351,"‘Cause I kinda all ready told her uh, it was, it was already taken care of.",Ross,fear,1420,20,673,20,6,2,"00:16:18,519","00:16:24,983"
8377,Oh God.,Rachel,fear,1427,4,676,4,5,5,"00:10:24,123","00:10:26,333"
8442,"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,1439,3,679,12,6,21,"00:00:54,929","00:00:58,599"
8449,"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,1440,4,679,12,6,21,"00:00:54,929","00:00:58,599"
8454,"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,1441,2,679,12,6,21,"00:00:54,929","00:00:58,599"
8457,"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,1442,0,679,12,6,21,"00:00:54,929","00:00:58,599"
8493,Why don't we just put 'poor little Tooty' out in the hall?,Ross,disgust,1449,1,681,3,1,7,"00:13:33,521","00:13:35,855"
8494,Why don't we just put 'poor little Tooty' out in the hall?,Ross,disgust,1450,0,681,3,1,7,"00:13:33,521","00:13:35,855"
8546,"Nobody wants to do it? All right, I’ll do it myself.",Monica,disgust,1463,4,686,4,7,23,"00:12:42,887","00:12:49,517"
8609,Oh damnit!,Ben,disgust,1474,0,695,0,7,16,"00:09:15,888","00:09:18,014"
8610,No! Don’t say that! Don’t say that!,Rachel,fear,1474,1,695,1,7,16,"00:09:18,182","00:09:20,517"
